,Reference,Final_Alginate_Conc_(%w/v),Final_Gelatin_Conc_(%w/v),Final_GelMA_Conc_(%w/v),Final_Hyaluronic_Acid_Conc_(%w/v),Final_MeHA_Conc_(%w/v),Final_NorHA_Conc_(%w/v),Final_Fibronin/Fibrinogen_Conc_(%w/v),Final_P127_Conc_(%w/v),Final_Collagen_Conc_(%w/v),Final_TCP_Conc_(%w/v)_(%w/v),Final_Gellan_Conc_(%w/v),Final_Nano/Methycellulose_Conc_(%w/v),PEGDA_Conc_(%w/v),Agarose_Conc_(%w/v),CaCl2_Conc_(mM),NaCl2_Conc_(mM),BaCl2_Conc_(mM),SrCl2_Conc_(mM),Physical_Crosslinking_Durantion_(s),Photocrosslinking_Duration_(s),Extrusion_Pressure (kPa),Extrusion_Rate_Lengthwise_(mm/s),Extrusion_Rate_Volume-wise_(mL/s),Nozzle_Movement_Speed_(mm/s),Inner_Nozzle_Outer_Diameter_(µm),Outer_Nozzle_Inner_Diameter_(µm),Filament_Diameter_(µm),Cell_Density_(cells/mL),Syringe_Temperature_(°C),Substrate_Temperature_(°C),Days_Observed,Construct_Base_Area_(mm^2),Construct_Total_Thickness_(mm),Cell_Culture_Medium_Used?,DI_Water_Used?,Precrosslinking_Solution_Used?,Saline_Solution_Used?,EtOH_Solution_Used?,Photoinitiator_Used?,Enzymatic_Crosslinker_Used?,Conical_or_Straight_Nozzle,Acceptable_Filament_Diameter_(Yes/No),DOI,Final_Fibroin/Fibrinogen_Conc_(%w/v),Final_Chitosan_Conc_(%w/v),Final_CS-AEMA_Conc_(%w/v),Final_TCP_Conc_(%w/v),Final_PEGTA_Conc_(%w/v),Final_PEGMA_Conc_(%w/v),Final_PEGDA_Conc_(%w/v),Final_Agarose_Conc_(%w/v),Fiber_Diameter_(µm),Fiber_Spacing_(µm),Matrigel_Used?,Primary/Not_Primary,Viability_at_time_of_observation_(%),Acceptable_Viability_(Yes/No),Acceptable_Pressure_(Yes/No)
212,Tigner et al. 2020,0.0,10.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,180,,3.0,,15.0,0,838.0,,2000000.0,22.5,22.5,7.0,,,N,N,N,Y,N,Y,N,C,,10.1021/acs.biomac.9b01204,0.0,0,0,0.0,0,0.0,0,0.0,1675.869,,N,Not_Primary,87.0,Y,Y
213,Tigner et al. 2020,0.0,10.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,210,,3.0,,15.0,0,838.0,,2000000.0,22.5,22.5,1.0,,,N,N,N,Y,N,Y,N,C,,10.1021/acs.biomac.9b01204,0.0,0,0,0.0,0,0.0,0,0.0,1300.498,,N,Not_Primary,70.3,N,N
214,Tigner et al. 2020,0.0,10.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,210,,3.0,,15.0,0,838.0,,2000000.0,22.5,22.5,3.0,,,N,N,N,Y,N,Y,N,C,,10.1021/acs.biomac.9b01204,0.0,0,0,0.0,0,0.0,0,0.0,1233.966,,N,Not_Primary,70.3,N,N
215,Tigner et al. 2020,0.0,10.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,210,,3.0,,15.0,0,838.0,,2000000.0,22.5,22.5,7.0,,,N,N,N,Y,N,Y,N,C,,10.1021/acs.biomac.9b01204,0.0,0,0,0.0,0,0.0,0,0.0,1417.279,,N,Not_Primary,84.4,Y,Y
216,Tigner et al. 2020,0.0,0.0,10.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,180,,3.0,,15.0,0,838.0,,2000000.0,22.5,22.5,1.0,,,N,N,N,Y,N,Y,N,C,,10.1021/acs.biomac.9b01204,0.0,0,0,0.0,0,0.0,0,0.0,1014.45,,N,Not_Primary,74.5,N,N
217,Tigner et al. 2020,0.0,0.0,10.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,180,,3.0,,15.0,0,838.0,,2000000.0,22.5,22.5,3.0,,,N,N,N,Y,N,Y,N,C,,10.1021/acs.biomac.9b01204,0.0,0,0,0.0,0,0.0,0,0.0,1101.27,,N,Not_Primary,70.9,N,N
218,Tigner et al. 2020,0.0,0.0,10.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,180,,3.0,,15.0,0,838.0,,2000000.0,22.5,22.5,7.0,,,N,N,N,Y,N,Y,N,C,,10.1021/acs.biomac.9b01204,0.0,0,0,0.0,0,0.0,0,0.0,1311.52,,N,Not_Primary,75.3,N,N
219,Tigner et al. 2020,0.0,0.0,10.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,210,,3.0,,15.0,0,838.0,,2000000.0,22.5,22.5,1.0,,,N,N,N,Y,N,Y,N,C,,10.1021/acs.biomac.9b01204,0.0,0,0,0.0,0,0.0,0,0.0,1373.11,,N,Not_Primary,71.5,N,N
220,Tigner et al. 2020,0.0,0.0,10.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,210,,3.0,,15.0,0,838.0,,2000000.0,22.5,22.5,3.0,,,N,N,N,Y,N,Y,N,C,,10.1021/acs.biomac.9b01204,0.0,0,0,0.0,0,0.0,0,0.0,1302.86,,N,Not_Primary,81.6,Y,Y
221,Tigner et al. 2020,0.0,0.0,10.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,210,,3.0,,15.0,0,838.0,,2000000.0,22.5,22.5,7.0,,,N,N,N,Y,N,Y,N,C,,10.1021/acs.biomac.9b01204,0.0,0,0,0.0,0,0.0,0,0.0,1496.41,,N,Not_Primary,82.2,Y,Y
222,Soliman et al. 2020,0.0,3.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,180,,11.67,,,0,337.0,,5000000.0,10.0,10.0,1.0,,,N,N,N,Y,N,Y,N,S,,10.1002/adhm.201901544,0.0,0,0,0.0,0,0.0,0,0.0,292.39,,N,Primary,80.7,Y,Y
223,Soliman et al. 2020,0.0,3.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,180,,11.67,,,0,337.0,,5000000.0,10.0,10.0,7.0,,,N,N,N,Y,N,Y,N,S,,10.1002/adhm.201901544,0.0,0,0,0.0,0,0.0,0,0.0,357.32,,N,Primary,85.6,Y,Y
224,Soliman et al. 2020,0.0,3.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,180,,11.67,,,0,337.0,,5000000.0,10.0,10.0,1.0,,,N,N,N,Y,N,Y,N,S,,10.1002/adhm.201901544,0.0,0,0,0.0,0,0.0,0,0.0,291.28,,N,Primary,75.3,N,N
225,Soliman et al. 2020,0.0,3.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,180,,11.67,,,0,337.0,,5000000.0,10.0,10.0,7.0,,,N,N,N,Y,N,Y,N,S,,10.1002/adhm.201901544,0.0,0,0,0.0,0,0.0,0,0.0,297.81,,N,Primary,82.3,Y,Y
226,Shin et al. 2019,0.0,4.0,0.0,2.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,0,,,,,0,933.48,,5000000.0,,22.0,0.020833333,,,N,N,N,Y,N,N,N,C,,10.1016/j.actbio.2018.10.028,0.0,0,0,0.0,0,0.0,0,0.0,964.53,1361.1,N,Not_Primary,95.9,Y,Y
227,Shin et al. 2019,0.0,4.0,0.0,2.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,0,,,,,0,933.48,,5000000.0,,22.0,0.041666667,,,N,N,N,Y,N,N,N,C,,10.1016/j.actbio.2018.10.028,0.0,0,0,0.0,0,0.0,0,0.0,896.94,1361.1,N,Not_Primary,78.6,N,N
228,Shin et al. 2019,0.0,4.0,0.0,2.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,0,,,,,0,933.48,,5000000.0,,22.0,0.083333333,,,N,N,N,Y,N,N,N,C,,10.1016/j.actbio.2018.10.028,0.0,0,0,0.0,0,0.0,0,0.0,1062.05,1361.1,N,Not_Primary,80.1,Y,Y
229,Shin et al. 2019,0.0,4.0,0.0,2.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,0,,,,,0,933.48,,5000000.0,,22.0,1.0,,,N,N,N,Y,N,N,N,C,,10.1016/j.actbio.2018.10.028,0.0,0,0,0.0,0,0.0,0,0.0,1116.13,1361.1,N,Not_Primary,73.6,N,N
230,Shin et al. 2019,0.0,4.0,0.0,2.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,0,,,,,0,933.48,,5000000.0,,22.0,2.0,,,N,N,N,Y,N,N,N,C,,10.1016/j.actbio.2018.10.028,0.0,0,0,0.0,0,0.0,0,0.0,1283.87,1361.1,N,Not_Primary,71.6,N,N
231,Shin et al. 2019,0.0,4.0,0.0,2.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,0,,,,,0,933.48,,5000000.0,,22.0,3.0,,,N,N,N,Y,N,N,N,C,,10.1016/j.actbio.2018.10.028,0.0,0,0,0.0,0,0.0,0,0.0,1670.97,1361.1,N,Not_Primary,87.1,Y,Y
232,Shin et al. 2019,0.0,4.0,0.0,2.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,0,,,,,0,933.48,,5000000.0,,22.0,4.0,,,N,N,N,Y,N,N,N,C,,10.1016/j.actbio.2018.10.028,0.0,0,0,0.0,0,0.0,0,0.0,2400,1361.1,N,Not_Primary,84.6,Y,Y
233,Shin et al. 2019,0.0,4.0,0.0,2.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,0,,,,,0,933.48,,5000000.0,,22.0,6.0,,,N,N,N,Y,N,N,N,C,,10.1016/j.actbio.2018.10.028,0.0,0,0,0.0,0,0.0,0,0.0,2922.58,1361.1,N,Not_Primary,93.0,Y,Y
234,Chen et al. 2019,0.0,0.0,5.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,40,,,0.000833,5.0,0,210.0,,1000000.0,37.0,22.0,0.0,,,N,N,N,Y,N,N,N,S,,10.1021/acsami.9b09782,0.0,0,0,0.0,0,0.0,0,0.0,152.96,,N,Not_Primary,89.5,Y,Y
235,Chen et al. 2019,0.0,0.0,5.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,40,,,0.000833,5.0,0,210.0,,1000000.0,37.0,22.0,0.0,,,N,N,N,Y,N,N,N,S,,10.1021/acsami.9b09782,1.0,0,0,0.0,0,0.0,0,0.0,152.96,,N,Not_Primary,83.3,Y,Y
236,Chen et al. 2019,0.0,0.0,5.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,40,,,0.000833,5.0,0,210.0,,1000000.0,37.0,22.0,0.0,,,N,N,N,Y,N,N,N,S,,10.1021/acsami.9b09782,2.0,0,0,0.0,0,0.0,0,0.0,152.96,,N,Not_Primary,76.0,N,N
237,Chen et al. 2019,0.0,0.0,5.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,40,,,0.000833,5.0,0,210.0,,1000000.0,37.0,22.0,0.0,,,N,N,N,Y,N,N,N,S,,10.1021/acsami.9b09782,0.0,0,0,0.0,0,0.0,0,0.0,152.96,,N,Not_Primary,86.4,Y,Y
238,Chen et al. 2019,0.0,0.0,5.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,40,,,0.000833,5.0,0,210.0,,1000000.0,37.0,22.0,0.0,,,N,N,N,Y,N,N,N,S,,10.1021/acsami.9b09782,1.0,0,0,0.0,0,0.0,0,0.0,152.96,,N,Not_Primary,78.6,N,N
239,Chen et al. 2019,0.0,0.0,5.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,40,,,0.000833,5.0,0,210.0,,1000000.0,37.0,22.0,0.0,,,N,N,N,Y,N,N,N,S,,10.1021/acsami.9b09782,2.0,0,0,0.0,0,0.0,0,0.0,152.96,,N,Not_Primary,69.1,N,N
240,Cidonio et al. 2019,0.0,0.0,7.5,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,300,,,,9.167,0,300.0,,5000000.0,20.5,22.0,1.0,,,N,N,N,N,N,Y,N,S,,10.1088/1758-5090/ab19fd,0.0,0,0,0.0,0,0.0,0,0.0,,1000.0,N,Primary,88.4,Y,Y
241,Cidonio et al. 2019,0.0,0.0,7.5,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,300,,,,9.167,0,300.0,,5000000.0,20.5,22.0,7.0,,,N,N,N,N,N,Y,N,S,,10.1088/1758-5090/ab19fd,0.0,0,0,0.0,0,0.0,0,0.0,,1000.0,N,Primary,95.88,Y,Y
242,Cidonio et al. 2019,0.0,0.0,7.5,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,300,,,,9.167,0,300.0,,5000000.0,20.5,22.0,14.0,,,N,N,N,N,N,Y,N,S,,10.1088/1758-5090/ab19fd,0.0,0,0,0.0,0,0.0,0,0.0,,1000.0,N,Primary,86.0,Y,Y
243,Cidonio et al. 2019,0.0,0.0,7.5,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,300,,,,9.167,0,300.0,,5000000.0,20.5,22.0,21.0,,,N,N,N,N,N,Y,N,S,,10.1088/1758-5090/ab19fd,0.0,0,0,0.0,0,0.0,0,0.0,,1000.0,N,Primary,55.3,N,N
244,Cidonio et al. 2019,0.0,0.0,7.5,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,300,,,,9.167,0,300.0,,5000000.0,20.5,22.0,1.0,,,N,N,N,N,N,Y,N,S,,10.1088/1758-5090/ab19fd,0.0,0,0,0.0,0,0.0,0,0.0,297.22 (day unknown),1000.0,N,Primary,74.44,N,N
245,Cidonio et al. 2019,0.0,0.0,7.5,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,300,,,,9.167,0,300.0,,5000000.0,20.5,22.0,7.0,,,N,N,N,N,N,Y,N,S,,10.1088/1758-5090/ab19fd,0.0,0,0,0.0,0,0.0,0,0.0,297.22 (day unknown),1000.0,N,Primary,76.12,N,N
246,Cidonio et al. 2019,0.0,0.0,7.5,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,300,,,,9.167,0,300.0,,5000000.0,20.5,22.0,14.0,,,N,N,N,N,N,Y,N,S,,10.1088/1758-5090/ab19fd,0.0,0,0,0.0,0,0.0,0,0.0,297.22 (day unknown),1000.0,N,Primary,90.8,Y,Y
247,Cidonio et al. 2019,0.0,0.0,7.5,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,300,,,,9.167,0,300.0,,5000000.0,20.5,22.0,21.0,,,N,N,N,N,N,Y,N,S,,10.1088/1758-5090/ab19fd,0.0,0,0,0.0,0,0.0,0,0.0,297.22 (day unknown),1000.0,N,Primary,85.0,Y,Y
248,Kolan et al. 2019,3.0,3.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,300.0,0.0,0,0,600.0,0,27.6,,,15.0,0,410.0,,2000000.0,37.0,22.0,0.0,,,Y,Y,N,N,N,N,N,S,,10.18063/ijb.v5i2.2.204,0.0,0,0,0.0,0,0.0,0,0.0,,2500.0,N,Primary,81.0,Y,Y
249,Kolan et al. 2019,3.0,3.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,300.0,0.0,0,0,600.0,0,27.6,,,15.0,0,410.0,,2000000.0,37.0,22.0,1.0,,,Y,Y,N,N,N,N,N,S,,10.18063/ijb.v5i2.2.204,0.0,0,0,0.0,0,0.0,0,0.0,1401.869,2500.0,N,Primary,69.3,N,N
250,Kolan et al. 2019,3.0,3.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,300.0,0.0,0,0,600.0,0,27.6,,,15.0,0,410.0,,2000000.0,37.0,22.0,7.0,,,Y,Y,N,N,N,N,N,S,,10.18063/ijb.v5i2.2.204,0.0,0,0,0.0,0,0.0,0,0.0,1561.572,2500.0,N,Primary,64.1,N,N
251,Kolan et al. 2019,3.0,3.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,,0.0,0,0,,0,27.6,,,15.0,0,410.0,,2000000.0,37.0,22.0,1.0,,,Y,Y,N,N,N,N,N,S,,10.18063/ijb.v5i2.2.204,0.0,0,0,0.0,0,0.0,0,0.0,1233.18,2500.0,N,Primary,69.4,N,N
252,Kolan et al. 2019,3.0,3.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,,0.0,0,0,,0,27.6,,,15.0,0,410.0,,2000000.0,37.0,22.0,7.0,,,Y,Y,N,N,N,N,N,S,,10.18063/ijb.v5i2.2.204,0.0,0,0,0.0,0,0.0,0,0.0,1251.31,2500.0,N,Primary,63.5,N,N
253,Kolan et al. 2019,3.0,3.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,,0.0,0,0,,0,27.6,,,15.0,0,410.0,,2000000.0,37.0,22.0,1.0,,,Y,Y,N,N,N,N,N,S,,10.18063/ijb.v5i2.2.204,0.0,0,0,0.0,0,0.0,0,0.0,1015.78,2500.0,N,Primary,61.1,N,N
254,Kolan et al. 2019,3.0,3.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,,0.0,0,0,,0,27.6,,,15.0,0,410.0,,2000000.0,37.0,22.0,7.0,,,Y,Y,N,N,N,N,N,S,,10.18063/ijb.v5i2.2.204,0.0,0,0,0.0,0,0.0,0,0.0,1074.07,2500.0,N,Primary,47.7,N,N
255,Kolan et al. 2019,3.0,3.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,300.0,0.0,0,0,600.0,0,27.6,,,15.0,0,410.0,,2000000.0,37.0,22.0,1.0,,,Y,Y,N,N,N,N,N,S,,10.18063/ijb.v5i2.2.204,0.0,0,0,0.0,0,0.0,0,0.0,,2500.0,N,Primary,60.1,N,N
256,Kolan et al. 2019,3.0,3.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,300.0,0.0,0,0,600.0,0,27.6,,,15.0,0,410.0,,2000000.0,37.0,22.0,7.0,,,Y,Y,N,N,N,N,N,S,,10.18063/ijb.v5i2.2.204,0.0,0,0,0.0,0,0.0,0,0.0,,2500.0,N,Primary,49.2,N,N
257,Kolan et al. 2019,3.0,3.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,300.0,0.0,0,0,600.0,0,27.6,,,15.0,0,410.0,,2000000.0,37.0,22.0,1.0,,,Y,Y,N,N,N,N,N,S,,10.18063/ijb.v5i2.2.204,0.0,0,0,0.0,0,0.0,0,0.0,,2500.0,N,Primary,68.9,N,N
258,Kolan et al. 2019,3.0,3.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,300.0,0.0,0,0,600.0,0,27.6,,,15.0,0,410.0,,2000000.0,37.0,22.0,7.0,,,Y,Y,N,N,N,N,N,S,,10.18063/ijb.v5i2.2.204,0.0,0,0,0.0,0,0.0,0,0.0,,2500.0,N,Primary,71.1,N,N
259,Kolan et al. 2019,3.0,3.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,,0.0,0,0,,0,27.6,,,15.0,0,410.0,,2000000.0,37.0,22.0,1.0,,,Y,Y,N,N,N,N,N,S,,10.18063/ijb.v5i2.2.204,0.0,0,0,0.0,0,0.0,0,0.0,1233.18,2500.0,N,Primary,60.1,N,N
260,Kolan et al. 2019,3.0,3.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,,0.0,0,0,,0,27.6,,,15.0,0,410.0,,2000000.0,37.0,22.0,7.0,,,Y,Y,N,N,N,N,N,S,,10.18063/ijb.v5i2.2.204,0.0,0,0,0.0,0,0.0,0,0.0,1251.31,2500.0,N,Primary,49.5,N,N
261,Kolan et al. 2019,3.0,3.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,,0.0,0,0,,0,27.6,,,15.0,0,410.0,,2000000.0,37.0,22.0,1.0,,,Y,Y,N,N,N,N,N,S,,10.18063/ijb.v5i2.2.204,0.0,0,0,0.0,0,0.0,0,0.0,1233.18,2500.0,N,Primary,77.0,N,N
262,Kolan et al. 2019,3.0,3.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,,0.0,0,0,,0,27.6,,,15.0,0,410.0,,2000000.0,37.0,22.0,7.0,,,Y,Y,N,N,N,N,N,S,,10.18063/ijb.v5i2.2.204,0.0,0,0,0.0,0,0.0,0,0.0,1251.31,2500.0,N,Primary,65.8,N,N
263,Kolan et al. 2019,3.0,3.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,,0.0,0,0,,0,27.6,,,15.0,0,410.0,,2000000.0,37.0,22.0,1.0,,,Y,Y,N,N,N,N,N,S,,10.18063/ijb.v5i2.2.204,0.0,0,0,0.0,0,0.0,0,0.0,1015.78,2500.0,N,Primary,58.1,N,N
264,Kolan et al. 2019,3.0,3.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,,0.0,0,0,,0,27.6,,,15.0,0,410.0,,2000000.0,37.0,22.0,7.0,,,Y,Y,N,N,N,N,N,S,,10.18063/ijb.v5i2.2.204,0.0,0,0,0.0,0,0.0,0,0.0,1074.07,2500.0,N,Primary,43.5,N,N
265,Kolan et al. 2019,3.0,3.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,,0.0,0,0,,0,27.6,,,15.0,0,410.0,,2000000.0,37.0,22.0,1.0,,,Y,Y,N,N,N,N,N,S,,10.18063/ijb.v5i2.2.204,0.0,0,0,0.0,0,0.0,0,0.0,1015.78,2500.0,N,Primary,62.6,N,N
266,Kolan et al. 2019,3.0,3.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,,0.0,0,0,,0,27.6,,,15.0,0,410.0,,2000000.0,37.0,22.0,7.0,,,Y,Y,N,N,N,N,N,S,,10.18063/ijb.v5i2.2.204,0.0,0,0,0.0,0,0.0,0,0.0,1074.07,2500.0,N,Primary,56.9,N,N
267,Li et al. 2018 (a),2.0,10.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,270.3,0.0,0,0,180.0,0,,,0.15,3.5,0,260.0,,2000000.0,37.0,8.0,0.0,,,N,N,N,Y,N,N,N,S,,10.1007/s13205-018-1341-9,0.0,0,0,0.0,0,0.0,0,0.0,234.14,,N,Not_Primary,85.35,Y,Y
268,Li et al. 2018 (a),2.0,10.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,270.3,0.0,0,0,180.0,0,,,0.15,3.5,0,260.0,,2000000.0,37.0,8.0,7.0,,,N,N,N,Y,N,N,N,S,,10.1007/s13205-018-1341-9,0.0,0,0,0.0,0,0.0,0,0.0,181.71,,N,Not_Primary,88.88,Y,Y
269,Li et al. 2018 (a),2.0,10.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,270.3,0.0,0,0,180.0,0,,,0.15,3.5,0,260.0,,2000000.0,37.0,8.0,14.0,,,N,N,N,Y,N,N,N,S,,10.1007/s13205-018-1341-9,0.0,0,0,0.0,0,0.0,0,0.0,132.84,,N,Not_Primary,92.34,Y,Y
270,Li et al. 2018 (b),8.0,20.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,901.1,0.0,0,0,600.0,0,280.0,,,6.5,0,340.0,,10000000.0,10.0,10.0,0.0,,,Y,N,N,N,N,N,N,S,,10.1038/s41598-018-26407-3,0.0,0,0,0.0,0,0.0,0,0.0,568.017,2500.0,N,Primary,91.9,Y,Y
271,Li et al. 2018 (b),8.0,20.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,901.1,0.0,0,0,600.0,0,280.0,,,6.5,0,340.0,,10000000.0,10.0,10.0,1.0,,,Y,N,N,N,N,N,N,S,,10.1038/s41598-018-26407-3,0.0,0,0,0.0,0,0.0,0,0.0,,2500.0,N,Primary,91.2,Y,Y
272,Li et al. 2018 (b),8.0,20.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,901.1,0.0,0,0,600.0,0,280.0,,,6.5,0,340.0,,10000000.0,10.0,10.0,3.0,,,Y,N,N,N,N,N,N,S,,10.1038/s41598-018-26407-3,0.0,0,0,0.0,0,0.0,0,0.0,,2500.0,N,Primary,87.8,Y,Y
273,Li et al. 2018 (b),8.0,20.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,901.1,0.0,0,0,600.0,0,280.0,,,6.5,0,340.0,,10000000.0,10.0,10.0,7.0,,,Y,N,N,N,N,N,N,S,,10.1038/s41598-018-26407-3,0.0,0,0,0.0,0,0.0,0,0.0,,2500.0,N,Primary,87.3,Y,Y
274,Li et al. 2018 (b),8.0,20.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,901.1,0.0,0,0,600.0,0,280.0,,,6.5,0,340.0,,10000000.0,10.0,10.0,14.0,,,Y,N,N,N,N,N,N,S,,10.1038/s41598-018-26407-3,0.0,0,0,0.0,0,0.0,0,0.0,543.08,2500.0,N,Primary,86.6,Y,Y
275,Li et al. 2018 (b),8.0,20.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,901.1,68.0,0,0,600.0,0,250.0,,,6.5,0,340.0,,10000000.0,10.0,10.0,0.0,,,Y,N,N,Y,N,N,N,S,,10.1038/s41598-018-26407-3,0.0,0,0,0.0,0,0.0,0,0.0,488.83,2500.0,N,Primary,92.3,Y,Y
276,Li et al. 2018 (b),8.0,20.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,901.1,68.0,0,0,600.0,0,250.0,,,6.5,0,340.0,,10000000.0,10.0,10.0,1.0,,,Y,N,N,Y,N,N,N,S,,10.1038/s41598-018-26407-3,0.0,0,0,0.0,0,0.0,0,0.0,,2500.0,N,Primary,90.8,Y,Y
277,Li et al. 2018 (b),8.0,20.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,901.1,68.0,0,0,600.0,0,250.0,,,6.5,0,340.0,,10000000.0,10.0,10.0,3.0,,,Y,N,N,Y,N,N,N,S,,10.1038/s41598-018-26407-3,0.0,0,0,0.0,0,0.0,0,0.0,,2500.0,N,Primary,87.3,Y,Y
278,Li et al. 2018 (b),8.0,20.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,901.1,68.0,0,0,600.0,0,250.0,,,6.5,0,340.0,,10000000.0,10.0,10.0,7.0,,,Y,N,N,Y,N,N,N,S,,10.1038/s41598-018-26407-3,0.0,0,0,0.0,0,0.0,0,0.0,,2500.0,N,Primary,86.2,Y,Y
279,Li et al. 2018 (b),8.0,20.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,901.1,68.0,0,0,600.0,0,250.0,,,6.5,0,340.0,,10000000.0,10.0,10.0,14.0,,,Y,N,N,Y,N,N,N,S,,10.1038/s41598-018-26407-3,0.0,0,0,0.0,0,0.0,0,0.0,574.24,2500.0,N,Primary,88.9,Y,Y
280,Li et al. 2018 (b),8.0,20.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,901.1,136.0,0,0,600.0,0,230.0,,,6.5,0,340.0,,10000000.0,10.0,10.0,0.0,,,Y,N,N,Y,N,N,N,S,,10.1038/s41598-018-26407-3,0.0,0,0,0.0,0,0.0,0,0.0,643.59,2500.0,N,Primary,91.9,Y,Y
281,Li et al. 2018 (b),8.0,20.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,901.1,136.0,0,0,600.0,0,230.0,,,6.5,0,340.0,,10000000.0,10.0,10.0,1.0,,,Y,N,N,Y,N,N,N,S,,10.1038/s41598-018-26407-3,0.0,0,0,0.0,0,0.0,0,0.0,,2500.0,N,Primary,89.9,Y,Y
